id,geometry_name,id_expl,id_planeamento,desig_comercial,tipo_servico_niveis,num_bicicletas,num_docas,racio,estado,update_date,bbox,longitude,latitude
emel_gira_stations.249,geom,215,215,215 - Av. 24 de Julho,B,12,17,0.71,active,2025-02-14T18:10:56Z,"[-9.14949, 38.70662, -9.14949, 38.70662]",-9.14949,38.70662
emel_gira_stations.67,geom,437,437,437 - Avenida Columbano Bordalo Pinheiro / Rua de Campolide,A,1,17,0.06,active,2025-02-14T18:11:21Z,"[-9.166589, 38.739427, -9.166589, 38.739427]",-9.166589,38.739427
emel_gira_stations.250,geom,222,222,222 - Praça da Figueira,A,0,30,0.0,repair,2025-02-14T18:11:34Z,"[-9.13828, 38.71383, -9.13828, 38.71383]",-9.13828,38.71383
emel_gira_stations.77,geom,280,280,280 - HUB Criativo do Beato Poente,A,10,16,0.63,active,2025-02-14T18:11:24Z,"[-9.106709, 38.729739, -9.106709, 38.729739]",-9.106709,38.729739
emel_gira_stations.251,geom,205,205,205 - Av. Brasília / Cordoaria,B,4,10,0.4,active,2025-02-14T18:10:56Z,"[-9.188, 38.697, -9.188, 38.697]",-9.188,38.697
emel_gira_stations.69,geom,231,231,231 - Largo Luís Alves Miguel / Rua Fernão Mendes Pinto,A,2,11,0.18,active,2025-02-14T18:11:21Z,"[-9.219675, 38.695342, -9.219675, 38.695342]",-9.219675,38.695342
emel_gira_stations.252,geom,203,203,203 - Padrão dos Descobrimentos,A,5,22,0.23,active,2025-02-14T18:10:57Z,"[-9.20633, 38.6935, -9.20633, 38.6935]",-9.20633,38.6935
emel_gira_stations.73,geom,438,438,438 - Avenida Columbano Bordalo Pinheiro / Praça de Espanha,A,1,22,0.05,active,2025-02-14T18:11:23Z,"[-9.159409, 38.738086, -9.159409, 38.738086]",-9.159409,38.738086
emel_gira_stations.257,geom,479,479,479 - Rua Professor Oliveira Marques,B,1,13,0.08,active,2025-02-14T18:10:58Z,"[-9.15724, 38.75491, -9.15724, 38.75491]",-9.15724,38.75491
emel_gira_stations.76,geom,512,512,512 - Metro da Pontinha,A,26,31,0.84,active,2025-02-14T18:11:26Z,"[-9.196769, 38.762605, -9.196769, 38.762605]",-9.196769,38.762605
emel_gira_stations.259,geom,480,480,480 - Faculdade de Ciências,B,4,25,0.16,active,2025-02-14T18:10:59Z,"[-9.15503, 38.75587, -9.15503, 38.75587]",-9.15503,38.75587
emel_gira_stations.6,geom,134,134,134 - Praça Cidade do Luso,A,4,20,0.2,active,2025-02-14T18:11:00Z,"[-9.116342, 38.765588, -9.116342, 38.765588]",-9.116342,38.765588
emel_gira_stations.9,geom,150,150,150 - Avenida Dr. Francisco Luis Gomes / Go Fit,A,1,17,0.06,active,2025-02-14T18:11:01Z,"[-9.111745, 38.769665, -9.111745, 38.769665]",-9.111745,38.769665
emel_gira_stations.7,geom,131,131,131 - Avenida de Berlim / Praça Baden Powell,A,1,21,0.05,active,2025-02-14T18:11:02Z,"[-9.110767, 38.768137, -9.110767, 38.768137]",-9.110767,38.768137
emel_gira_stations.14,geom,551,551,551 - Rua Francisco Stromp / Alameda das Linhas de,A,5,20,0.25,active,2025-02-14T18:11:03Z,"[-9.157235, 38.762584, -9.157235, 38.762584]",-9.157235,38.762584
emel_gira_stations.15,geom,554,554,554 - Alameda das Linhas de Torres / Rua Ladislau,A,7,27,0.26,active,2025-02-14T18:11:03Z,"[-9.158298, 38.768683, -9.158298, 38.768683]",-9.158298,38.768683
emel_gira_stations.16,geom,135,135,135 - Avenida Cidade de Lourenço Marques / Vale do,A,13,20,0.65,active,2025-02-14T18:11:04Z,"[-9.118689, 38.764067, -9.118689, 38.764067]",-9.118689,38.764067
emel_gira_stations.19,geom,220,220,220 - Rua do Comercio,A,5,20,0.25,active,2025-02-14T18:11:04Z,"[-9.137125, 38.70878, -9.137125, 38.70878]",-9.137125,38.70878
emel_gira_stations.18,geom,226,226,226 - Rua dos Fanqueiros,A,3,13,0.23,active,2025-02-14T18:11:05Z,"[-9.136456, 38.711888, -9.136456, 38.711888]",-9.136456,38.711888
emel_gira_stations.21,geom,137,137,137 - Rua Cidade de Bissau (entrada SPACIO),A,23,33,0.7,active,2025-02-14T18:11:05Z,"[-9.114505, 38.762829, -9.114505, 38.762829]",-9.114505,38.762829
emel_gira_stations.23,geom,311,311,311 - Avenida Almirante Reis Nº14,A,3,11,0.27,active,2025-02-14T18:11:06Z,"[-9.135295, 38.721721, -9.135295, 38.721721]",-9.135295,38.721721
emel_gira_stations.24,geom,313,313,313 - Rua Frei Francisco Foreiro / Rua de Arroios,A,5,14,0.36,active,2025-02-14T18:11:06Z,"[-9.135956, 38.728049, -9.135956, 38.728049]",-9.135956,38.728049
emel_gira_stations.27,geom,555,555,555 - Alameda das Linhas de Torres,A,23,33,0.7,active,2025-02-14T18:11:07Z,"[-9.160248, 38.770657, -9.160248, 38.770657]",-9.160248,38.770657
emel_gira_stations.28,geom,221,221,221 - Rua do Crucifixo / Rua São Nicolau,A,9,15,0.6,active,2025-02-14T18:11:08Z,"[-9.138828, 38.710191, -9.138828, 38.710191]",-9.138828,38.710191
emel_gira_stations.31,geom,366,366,366 - Palacio da justiça,A,2,30,0.07,active,2025-02-14T18:11:09Z,"[-9.156435, 38.731134, -9.156435, 38.731134]",-9.156435,38.731134
emel_gira_stations.32,geom,310,310,310 - Rua Pina Manique / Largo do Intendente ,A,6,17,0.35,active,2025-02-14T18:11:09Z,"[-9.134847, 38.720733, -9.134847, 38.720733]",-9.134847,38.720733
emel_gira_stations.33,geom,312,312,312 - Rua Álvaro Coutinho / Avenida Almirante Reis,A,5,18,0.28,active,2025-02-14T18:11:09Z,"[-9.134802, 38.724869, -9.134802, 38.724869]",-9.134802,38.724869
emel_gira_stations.34,geom,553,553,553 - Rua Luis Pastor de Macedo / Rua Tobis Portuguesa,A,5,12,0.42,active,2025-02-14T18:11:10Z,"[-9.15535, 38.767114, -9.15535, 38.767114]",-9.15535,38.767114
emel_gira_stations.35,geom,361,361,361 - Amoreiras Shopping Center,A,5,31,0.16,active,2025-02-14T18:11:10Z,"[-9.160992, 38.72392, -9.160992, 38.72392]",-9.160992,38.72392
emel_gira_stations.36,geom,362,362,362 - Avenida Eng. Duarte Pacheco,A,2,40,0.05,active,2025-02-14T18:11:10Z,"[-9.159469, 38.72437, -9.159469, 38.72437]",-9.159469,38.72437
emel_gira_stations.55,geom,507,507,507 - Rua José dos Santos Pereira / Rua Conde de Almoster,A,9,17,0.53,active,2025-02-14T18:11:15Z,"[-9.193024, 38.744727, -9.193024, 38.744727]",-9.193024,38.744727
emel_gira_stations.57,geom,514,514,514 - Avenida do Colegio Militar / Rua Adelaide Cabete,A,8,17,0.47,active,2025-02-14T18:11:16Z,"[-9.185588, 38.75736, -9.185588, 38.75736]",-9.185588,38.75736
emel_gira_stations.53,geom,237,237,237 - Avenida da India / Praca das Industrias,A,13,30,0.43,active,2025-02-14T18:11:17Z,"[-9.182262, 38.699093, -9.182262, 38.699093]",-9.182262,38.699093
emel_gira_stations.60,geom,436,436,436 - Instituto Português de Oncologia,A,1,17,0.06,active,2025-02-14T18:11:18Z,"[-9.162447, 38.739395, -9.162447, 38.739395]",-9.162447,38.739395
emel_gira_stations.61,geom,513,513,513 - Rua Guiomar Torresão/Metro de Carnide,A,9,20,0.45,active,2025-02-14T18:11:18Z,"[-9.19216, 38.758691, -9.19216, 38.758691]",-9.19216,38.758691
emel_gira_stations.74,geom,502,502,502 - Rua São Domingos de Benfica / Rua Francisco Gentil Martins,A,8,16,0.5,active,2025-02-14T18:11:23Z,"[-9.176365, 38.741406, -9.176365, 38.741406]",-9.176365,38.741406
emel_gira_stations.221,geom,307,307,307 - Marquês de Pombal,A,17,33,0.52,active,2025-02-14T18:10:49Z,"[-9.149334, 38.724954, -9.149334, 38.724954]",-9.149334,38.724954
emel_gira_stations.51,geom,230,230,230 - Praça D. Manuel I,A,7,27,0.26,active,2025-02-14T18:11:18Z,"[-9.226569, 38.697979, -9.226569, 38.697979]",-9.226569,38.697979
